city,timestamp,temperature,season
New York,2010-03-04,15.906996074616783,spring
New York,2010-03-05,12.680806274590743,spring
New York,2010-03-06,11.390473093427271,spring
New York,2010-03-07,9.70367850490529,spring
New York,2010-03-08,4.783281241155515,spring
New York,2010-03-09,12.92469775450908,spring
New York,2010-03-10,7.838567794776422,spring
New York,2010-03-11,14.036071983205836,spring
New York,2010-03-12,0.8777713609339841,spring
New York,2010-03-13,11.379242459666449,spring
New York,2010-03-14,12.787401589201334,spring
New York,2010-03-15,9.382270279225354,spring
New York,2010-03-16,13.674708204747365,spring
New York,2010-03-17,11.63509343804431,spring
New York,2010-03-18,12.372921631394957,spring
New York,2010-03-19,12.370826659654236,spring
New York,2010-03-20,13.91133875339906,spring
New York,2010-03-21,9.540939632956526,spring
New York,2010-03-22,2.9420587921698873,spring
New York,2010-03-23,13.579750807437492,spring
New York,2010-03-24,3.9483115792605314,spring
New York,2010-03-25,9.127943226726705,spring
New York,2010-03-26,11.883800855365497,spring
New York,2010-03-27,1.1664251428000618,spring
New York,2010-03-28,5.477922402940778,spring
New York,2010-03-29,16.996442909932373,spring
New York,2010-03-30,3.7555942152063304,spring
New York,2010-03-31,16.338427742936695,spring
New York,2010-04-01,6.540441965270474,spring
New York,2010-04-02,12.362753580271407,spring
New York,2010-04-03,20.91994647148708,spring
New York,2010-04-04,14.109108797604055,spring
New York,2010-04-05,8.138072759914978,spring
New York,2010-04-06,10.309653287396184,spring
New York,2010-04-07,5.092067950904431,spring
New York,2010-04-08,5.275269504666809,spring
New York,2010-04-09,7.48075129172714,spring
New York,2010-04-10,15.532030089423648,spring
New York,2010-04-11,9.826818728584898,spring
New York,2010-04-12,19.861015057832237,spring
New York,2010-04-13,10.35451278975328,spring
New York,2010-04-14,20.260977274344068,spring
New York,2010-04-15,12.594245089191796,spring
New York,2010-04-16,7.639189031031635,spring
New York,2010-04-17,18.874730703701367,spring
New York,2010-04-18,14.033086948869691,spring
New York,2010-04-19,8.835652037018733,spring
New York,2010-04-20,11.515575372614459,spring
New York,2010-04-21,10.20318775374354,spring
New York,2010-04-22,3.4940052819418055,spring
New York,2010-04-23,-2.1874925858868046,spring
New York,2010-04-24,20.809875497934335,spring
New York,2010-04-25,6.191443139538572,spring
New York,2010-04-26,-0.011480070499814587,spring
New York,2010-04-27,12.50446210474135,spring
New York,2010-04-28,2.7937739494202463,spring
New York,2010-04-29,16.46441860814977,spring
New York,2010-04-30,10.677018566031608,spring
New York,2010-05-01,11.943929917912465,spring
New York,2010-05-02,2.492781469660179,spring
New York,2010-05-03,4.26826519365394,spring
New York,2010-05-04,7.0146362113464065,spring
New York,2010-05-05,-0.2154412792459368,spring
New York,2010-05-06,13.503722241925573,spring
New York,2010-05-07,17.5404090864217,spring
New York,2010-05-08,10.36531173473947,spring
New York,2010-05-09,10.824170602002901,spring
New York,2010-05-10,6.2157444727996936,spring
New York,2010-05-11,11.169736497250103,spring
New York,2010-05-12,16.668099253314367,spring
New York,2010-05-13,10.916629169331298,spring
New York,2010-05-14,13.429408021182034,spring
New York,2010-05-15,5.758296854152302,spring
New York,2010-05-16,10.900536663576823,spring
New York,2010-05-17,15.008786550808157,spring
New York,2010-05-18,5.494877154691623,spring
New York,2010-05-19,7.9184234992892915,spring
New York,2010-05-20,3.030899794379444,spring
New York,2010-05-21,4.828792939545258,spring
New York,2010-05-22,-5.397699807375208,spring
New York,2010-05-23,10.963998221747552,spring
New York,2010-05-24,7.2769461311155075,spring
New York,2010-05-25,9.193861364947027,spring
New York,2010-05-26,8.936291008111521,spring
New York,2010-05-27,2.728469546702039,spring
New York,2010-05-28,16.676022414646816,spring
New York,2010-05-29,14.774172957618369,spring
New York,2010-05-30,5.317292221634824,spring
New York,2010-05-31,9.147513764877342,spring
New York,2010-06-01,26.88413157396145,summer
New York,2010-06-02,25.749711741356336,summer
New York,2010-06-03,19.528689591818623,summer
New York,2010-06-04,22.396182280865773,summer
New York,2010-06-05,20.631731124564965,summer
New York,2010-06-06,27.62214502252475,summer
New York,2010-06-07,26.417130733830923,summer
New York,2010-06-08,25.68325078599749,summer
New York,2010-06-09,24.012557310838716,summer
New York,2010-06-10,29.093537926351203,summer
New York,2010-06-11,24.912443477955225,summer
New York,2010-06-12,29.108863229754412,summer
New York,2010-06-13,24.2385928134816,summer
New York,2010-06-14,20.332490527620372,summer
New York,2010-06-15,16.58248828966861,summer
New York,2010-06-16,25.30318314807747,summer
New York,2010-06-17,32.46500254708092,summer
New York,2010-06-18,19.026777169312084,summer
New York,2010-06-19,32.13609815739925,summer
New York,2010-06-20,25.18404492566613,summer
New York,2010-06-21,15.273877617656762,summer
New York,2010-06-22,24.364186307272835,summer
New York,2010-06-23,23.34551207908155,summer
New York,2010-06-24,28.987676654891715,summer
New York,2010-06-25,27.576812707218078,summer
New York,2010-06-26,28.097678799862546,summer
New York,2010-06-27,25.883244167079198,summer
New York,2010-06-28,23.938731746152992,summer
New York,2010-06-29,22.04837898879997,summer
New York,2010-06-30,26.0877143111092,summer
New York,2010-07-01,28.94933536791314,summer
New York,2010-07-02,19.797172480870785,summer
New York,2010-07-03,30.91334641702379,summer
New York,2010-07-04,27.84138533379592,summer
New York,2010-07-05,27.417283602690297,summer
New York,2010-07-06,26.516489221059537,summer
New York,2010-07-07,23.781954422895204,summer
New York,2010-07-08,31.61778635902298,summer
New York,2010-07-09,29.884519935308028,summer
New York,2010-07-10,23.659513260701228,summer
New York,2010-07-11,27.688115122272645,summer
New York,2010-07-12,17.75564554253296,summer
New York,2010-07-13,25.98374135679152,summer
New York,2010-07-14,25.86111388279503,summer
New York,2010-07-15,23.08700182692404,summer
New York,2010-07-16,23.985510780104157,summer
New York,2010-07-17,19.15163745196896,summer
New York,2010-07-18,27.660716769870422,summer
New York,2010-07-19,23.150829028025417,summer
New York,2010-07-20,25.03634578628066,summer
New York,2010-07-21,33.99068748434398,summer
New York,2010-07-22,31.89812781401008,summer
New York,2010-07-23,25.45121920191629,summer
New York,2010-07-24,21.65510680178385,summer
New York,2010-07-25,15.694317242458842,summer
New York,2010-07-26,26.02601056337571,summer
New York,2010-07-27,22.733390005903328,summer
New York,2010-07-28,28.349415347223232,summer
New York,2010-07-29,25.15764239018049,summer
New York,2010-07-30,26.747993026812814,summer
New York,2010-07-31,23.850313538469074,summer
New York,2010-08-01,27.864495920105142,summer
New York,2010-08-02,18.801211562074318,summer
New York,2010-08-03,19.062832991638814,summer
New York,2010-08-04,18.00454471840352,summer
New York,2010-08-05,22.45448380034312,summer
New York,2010-08-06,14.787121236936425,summer
New York,2010-08-07,22.058808598238272,summer
New York,2010-08-08,24.829227777295046,summer
New York,2010-08-09,28.840231464535577,summer
New York,2010-08-10,27.55915524323705,summer
New York,2010-08-11,24.58929105780408,summer
New York,2010-08-12,22.3913681546851,summer
New York,2010-08-13,20.656919708790426,summer
New York,2010-08-14,17.633152249618053,summer
New York,2010-08-15,27.28374064007113,summer
New York,2010-08-16,26.391800112888486,summer
New York,2010-08-17,29.867316969276814,summer
New York,2010-08-18,30.125148644510155,summer
New York,2010-08-19,31.774473540166596,summer
New York,2010-08-20,24.690956851112027,summer
New York,2010-08-21,22.348155100990763,summer
New York,2010-08-22,24.501209840162385,summer
New York,2010-08-23,25.61640206384679,summer
New York,2010-08-24,34.38627197148041,summer
New York,2010-08-25,32.59454507514989,summer
New York,2010-08-26,33.735128265422276,summer
New York,2010-08-27,25.82165646062041,summer
New York,2010-08-28,21.989323981778263,summer
New York,2010-08-29,25.36795652055885,summer
New York,2010-08-30,25.91325087773588,summer
New York,2010-08-31,29.325161603578447,summer
New York,2010-09-01,9.283028648148381,autumn
New York,2010-09-02,21.88197295288858,autumn
New York,2010-09-03,13.117313021566519,autumn
New York,2010-09-04,15.884413766994479,autumn
New York,2010-09-05,18.303379548841384,autumn
New York,2010-09-06,4.639014002281275,autumn
New York,2010-09-07,20.278282326311615,autumn
New York,2010-09-08,20.152931545246823,autumn
New York,2010-09-09,19.165940178720874,autumn
New York,2010-09-10,8.754149211800883,autumn
New York,2010-09-11,17.556839604583413,autumn
New York,2010-09-12,25.169392886654563,autumn
New York,2010-09-13,3.333624832254321,autumn
New York,2010-09-14,15.522180088417404,autumn
New York,2010-09-15,10.071351278217652,autumn
New York,2010-09-16,15.425412300944032,autumn
New York,2010-09-17,20.957496577179853,autumn
New York,2010-09-18,15.959866518067182,autumn
New York,2010-09-19,20.94954061747461,autumn
New York,2010-09-20,20.0292175332865,autumn
New York,2010-09-21,19.60484159307775,autumn
New York,2010-09-22,17.46914709379878,autumn
New York,2010-09-23,5.8833118133277225,autumn
New York,2010-09-24,20.427056450621915,autumn
New York,2010-09-25,12.020469963259487,autumn
New York,2010-09-26,9.416836327147553,autumn
New York,2010-09-27,10.501179382043933,autumn
New York,2010-09-28,9.664611154395992,autumn
New York,2010-09-29,18.576945609828968,autumn
New York,2010-09-30,13.192232878649,autumn
New York,2010-10-01,22.26434868988953,autumn
New York,2010-10-02,23.336436025525217,autumn
New York,2010-10-03,11.442014210456202,autumn
New York,2010-10-04,10.468712261058746,autumn
New York,2010-10-05,14.269789865792408,autumn
New York,2010-10-06,18.794206771258246,autumn
New York,2010-10-07,10.9936069622543,autumn
New York,2010-10-08,20.54761939929834,autumn
New York,2010-10-09,15.827463052889792,autumn
New York,2010-10-10,15.80831419956823,autumn
New York,2010-10-11,9.732143684546724,autumn
New York,2010-10-12,9.134727235612399,autumn
New York,2010-10-13,16.476523458687776,autumn
New York,2010-10-14,11.953517573129638,autumn
New York,2010-10-15,10.138062023667004,autumn
New York,2010-10-16,12.975565914690625,autumn
New York,2010-10-17,11.564293647523012,autumn
New York,2010-10-18,4.338877455088241,autumn
New York,2010-10-19,19.18035509186847,autumn
New York,2010-10-20,15.499115235280751,autumn
New York,2010-10-21,21.843385326039048,autumn
New York,2010-10-22,10.583754584700483,autumn
New York,2010-10-23,18.688884303826555,autumn
New York,2010-10-24,17.486933149520834,autumn
New York,2010-10-25,12.930885506876486,autumn
New York,2010-10-26,14.832245709048495,autumn
New York,2010-10-27,13.385629403961406,autumn
New York,2010-10-28,10.747018952170457,autumn
New York,2010-10-29,16.67437881291068,autumn
New York,2010-10-30,9.69338155903263,autumn
New York,2010-10-31,8.915371010089451,autumn
New York,2010-11-01,13.132117077074264,autumn
New York,2010-11-02,9.612445640016661,autumn
New York,2010-11-03,19.911180892327632,autumn
New York,2010-11-04,13.664053873024761,autumn
New York,2010-11-05,15.771048050593265,autumn
New York,2010-11-06,10.725528907609455,autumn
New York,2010-11-07,8.239965243823107,autumn
New York,2010-11-08,10.996751051725841,autumn
New York,2010-11-09,14.384525594559015,autumn
New York,2010-11-10,15.561728621381137,autumn
New York,2010-11-11,11.769090417923923,autumn
New York,2010-11-12,24.11945743992759,autumn
New York,2010-11-13,15.947139939200342,autumn
New York,2010-11-14,10.210068146186712,autumn
New York,2010-11-15,16.06379944043916,autumn
New York,2010-11-16,13.717022403532841,autumn
New York,2010-11-17,6.858571599050453,autumn
New York,2010-11-18,10.954332052866837,autumn
New York,2010-11-19,12.809637384603231,autumn
New York,2010-11-20,4.010706683176007,autumn
New York,2010-11-21,21.73360719638822,autumn
New York,2010-11-22,1.9473082481721669,autumn
New York,2010-11-23,9.942053387109429,autumn
New York,2010-11-24,24.86995776372894,autumn
New York,2010-11-25,16.224283624757952,autumn
New York,2010-11-26,10.733154414439486,autumn
New York,2010-11-27,7.489979379877722,autumn
New York,2010-11-28,16.87429277912318,autumn
New York,2010-11-29,20.781291832635006,autumn
New York,2010-11-30,12.731049527503634,autumn
New York,2010-12-01,-0.16434968717797746,winter
New York,2010-12-02,-0.6814827093794413,winter
New York,2010-12-03,1.7791726453289987,winter
New York,2010-12-04,-7.485681315710952,winter
New York,2010-12-05,-10.116288133315372,winter
New York,2010-12-06,-8.06157714919822,winter
New York,2010-12-07,2.935081004563915,winter
New York,2010-12-08,-2.961761602319808,winter
New York,2010-12-09,-0.1900179459182566,winter
New York,2010-12-10,-0.38287145503674513,winter
New York,2010-12-11,1.242563965014649,winter
New York,2010-12-12,-4.5108845240510105,winter
New York,2010-12-13,8.50086027549549,winter
New York,2010-12-14,10.945771266460714,winter
New York,2010-12-15,-0.2560326013320236,winter
New York,2010-12-16,3.2600916104113726,winter
New York,2010-12-17,3.3659891822509858,winter
New York,2010-12-18,0.2742218228132667,winter
New York,2010-12-19,7.20129124529803,winter
New York,2010-12-20,1.5872950758165147,winter
New York,2010-12-21,9.768254732489961,winter
New York,2010-12-22,-3.665735430371673,winter
New York,2010-12-23,3.7592736852637314,winter
New York,2010-12-24,-6.234673139407935,winter
New York,2010-12-25,-2.200371353155732,winter
New York,2010-12-26,-3.099428337883902,winter
New York,2010-12-27,7.871671851775874,winter
New York,2010-12-28,-7.550790356768231,winter
New York,2010-12-29,-5.873634371075116,winter
New York,2010-12-30,-2.877388396186075,winter
New York,2010-12-31,-5.716395687313254,winter
New York,2011-01-01,0.7893003882420963,winter
New York,2011-01-02,-0.33634048674983547,winter
New York,2011-01-03,-2.4382878966396113,winter
New York,2011-01-04,-2.4658073397917573,winter
New York,2011-01-05,6.062727820565738,winter
New York,2011-01-06,-8.233519824627908,winter
New York,2011-01-07,6.899143913193181,winter
New York,2011-01-08,-0.49357610963499615,winter
New York,2011-01-09,6.10352816380041,winter
New York,2011-01-10,4.111412470749844,winter
New York,2011-01-11,4.24590232305316,winter
New York,2011-01-12,-5.799886089732014,winter
New York,2011-01-13,-0.9902454091319118,winter
New York,2011-01-14,5.875629503295289,winter
New York,2011-01-15,1.9935768657488286,winter
New York,2011-01-16,1.9354649792557364,winter
New York,2011-01-17,5.103409679718456,winter
New York,2011-01-18,0.8845330566837212,winter
New York,2011-01-19,-1.0147952836353729,winter
New York,2011-01-20,-8.522965304691114,winter
New York,2011-01-21,1.692367229579559,winter
New York,2011-01-22,-6.430352959025195,winter
New York,2011-01-23,-5.078377458743564,winter
New York,2011-01-24,-5.496910918097441,winter
New York,2011-01-25,-4.594766025969462,winter
New York,2011-01-26,4.946692030721496,winter
New York,2011-01-27,2.215068818616171,winter
New York,2011-01-28,6.598357463526101,winter
New York,2011-01-29,-1.8815621190749954,winter
New York,2011-01-30,-7.813735563229956,winter
New York,2011-01-31,-2.537933634740272,winter
New York,2011-02-01,4.853533116465826,winter
New York,2011-02-02,-4.766235333276704,winter
New York,2011-02-03,4.277608940036587,winter
New York,2011-02-04,-6.106060010295829,winter
New York,2011-02-05,-0.05653360976347535,winter
New York,2011-02-06,-1.6367640490902715,winter
New York,2011-02-07,5.0009623474185645,winter
New York,2011-02-08,-7.492617977034009,winter
New York,2011-02-09,8.083159997826336,winter
New York,2011-02-10,-8.449976646642062,winter
New York,2011-02-11,-1.9455900717021877,winter
New York,2011-02-12,4.606233469587194,winter
New York,2011-02-13,1.095646359865731,winter
New York,2011-02-14,-3.7438245132096357,winter
New York,2011-02-15,-1.8438199124142807,winter
New York,2011-02-16,3.6395820599359876,winter
New York,2011-02-17,-5.3057593322489724,winter
New York,2011-02-18,3.0691747750488867,winter
New York,2011-02-19,-0.5272747878646443,winter
New York,2011-02-20,-10.026484593617447,winter
New York,2011-02-21,-0.32643182293159406,winter
New York,2011-02-22,-2.3767677169898946,winter
New York,2011-02-23,-4.537746560503148,winter
New York,2011-02-24,5.855090202927213,winter
New York,2011-02-25,-0.20430839454465996,winter
New York,2011-02-26,-4.491579927861648,winter
New York,2011-02-27,12.35932490208317,winter
New York,2011-02-28,-2.8858659727163003,winter
New York,2011-03-01,16.398491626537748,spring
New York,2011-03-02,16.927505965919764,spring
New York,2011-03-03,17.127927145404726,spring
New York,2011-03-04,19.88852468945924,spring
New York,2011-03-05,6.576635943885451,spring
New York,2011-03-06,7.4206128207841715,spring
New York,2011-03-07,10.03504285524076,spring
New York,2011-03-08,15.299811598926635,spring
New York,2011-03-09,2.4266129262372216,spring
New York,2011-03-10,7.882551309199828,spring
New York,2011-03-11,15.126070175307927,spring
New York,2011-03-12,4.13045949467614,spring
New York,2011-03-13,5.494061909680533,spring
New York,2011-03-14,12.99434665483593,spring
New York,2011-03-15,5.385491274710439,spring
New York,2011-03-16,10.263567303313474,spring
New York,2011-03-17,8.780961741256274,spring
New York,2011-03-18,20.150076768573797,spring
New York,2011-03-19,6.0492069275844935,spring
New York,2011-03-20,11.518944302195084,spring
New York,2011-03-21,9.087986437276067,spring
New York,2011-03-22,12.570137497538507,spring
New York,2011-03-23,11.409910749629057,spring
New York,2011-03-24,12.47023566147399,spring
New York,2011-03-25,3.3024244343725346,spring
New York,2011-03-26,15.95396672142968,spring
New York,2011-03-27,12.26644718761389,spring
New York,2011-03-28,15.461576362424085,spring
New York,2011-03-29,10.252574335231476,spring
New York,2011-03-30,14.610268128094585,spring
New York,2011-03-31,8.992137577929707,spring
New York,2011-04-01,3.9561357940035533,spring
New York,2011-04-02,9.679556123754748,spring
New York,2011-04-03,21.977700911530036,spring
New York,2011-04-04,12.81612042797444,spring
New York,2011-04-05,3.9702258795478143,spring
New York,2011-04-06,6.172504840288707,spring
New York,2011-04-07,11.589430961066093,spring
New York,2011-04-08,9.892468107488261,spring
New York,2011-04-09,7.759605938316062,spring
New York,2011-04-10,11.311732501393255,spring
New York,2011-04-11,2.782523163550133,spring
New York,2011-04-12,7.1939831889376435,spring
New York,2011-04-13,12.602664948351626,spring
New York,2011-04-14,6.8256428649320195,spring
New York,2011-04-15,13.130356761440623,spring
New York,2011-04-16,8.450460380694889,spring
New York,2011-04-17,9.453929172589877,spring
New York,2011-04-18,8.88175630660123,spring
New York,2011-04-19,6.657004736420788,spring
New York,2011-04-20,14.556994078504289,spring
New York,2011-04-21,15.78297960084462,spring
New York,2011-04-22,5.640407474092129,spring
New York,2011-04-23,9.705189383165946,spring
New York,2011-04-24,3.896594997003473,spring
New York,2011-04-25,0.8275588331961554,spring
New York,2011-04-26,10.120962427805127,spring
New York,2011-04-27,7.871318633427012,spring
New York,2011-04-28,7.597775450644486,spring
New York,2011-04-29,11.755634498887588,spring
New York,2011-04-30,14.603081533957361,spring
New York,2011-05-01,11.713170286777832,spring
New York,2011-05-02,9.25916391273259,spring
New York,2011-05-03,6.369217701352449,spring
New York,2011-05-04,10.40254691376594,spring
New York,2011-05-05,14.788558737330911,spring
New York,2011-05-06,4.04206405354809,spring
New York,2011-05-07,9.783589189841392,spring
New York,2011-05-08,6.248507063078606,spring
New York,2011-05-09,11.040662373620037,spring
New York,2011-05-10,11.458934295231218,spring
New York,2011-05-11,4.681315695661716,spring
New York,2011-05-12,9.859983148457205,spring
New York,2011-05-13,8.230592826042558,spring
New York,2011-05-14,13.977650816629172,spring
New York,2011-05-15,0.4836061211294229,spring
New York,2011-05-16,8.224197623281464,spring
New York,2011-05-17,9.434944186517914,spring
New York,2011-05-18,-2.018786352787778,spring
New York,2011-05-19,8.605502018265739,spring
New York,2011-05-20,8.995866008728957,spring
New York,2011-05-21,18.503324995289535,spring
New York,2011-05-22,2.3672356954422966,spring
New York,2011-05-23,13.88667808696076,spring
New York,2011-05-24,-0.9463822938164981,spring
New York,2011-05-25,5.233101904226712,spring
New York,2011-05-26,17.748326469397547,spring
New York,2011-05-27,13.03816247126023,spring
New York,2011-05-28,8.933880606995881,spring
New York,2011-05-29,12.524458315741843,spring
New York,2011-05-30,16.67393556534648,spring
New York,2011-05-31,14.560617744776007,spring
New York,2011-06-01,26.183523829595288,summer
New York,2011-06-02,22.794677649623793,summer
New York,2011-06-03,23.547272130135614,summer
New York,2011-06-04,23.640879285327806,summer
New York,2011-06-05,21.42491079216429,summer
New York,2011-06-06,24.81967929514435,summer
New York,2011-06-07,24.186249782775473,summer
New York,2011-06-08,23.610412339179,summer
New York,2011-06-09,19.15714912193811,summer
New York,2011-06-10,30.56333255961561,summer
New York,2011-06-11,35.6436833016598,summer
New York,2011-06-12,12.421280247676039,summer
New York,2011-06-13,23.515658417020354,summer
New York,2011-06-14,25.68111757413834,summer
New York,2011-06-15,23.45700241278838,summer
New York,2011-06-16,28.407274250416116,summer
New York,2011-06-17,24.64199747264982,summer
New York,2011-06-18,33.93207711394251,summer
New York,2011-06-19,25.039594340551695,summer
New York,2011-06-20,24.398819468959953,summer
New York,2011-06-21,28.30507084478373,summer
New York,2011-06-22,23.255194839254944,summer
New York,2011-06-23,30.422894769460804,summer
New York,2011-06-24,18.645018380111416,summer
New York,2011-06-25,29.78793340494616,summer
New York,2011-06-26,28.460047962961895,summer
New York,2011-06-27,29.434824184195204,summer
New York,2011-06-28,25.35346072136492,summer
New York,2011-06-29,26.220734890602767,summer
New York,2011-06-30,28.200066235575807,summer
New York,2011-07-01,26.57684038942082,summer
New York,2011-07-02,25.059815093815573,summer
New York,2011-07-03,21.267664508446863,summer
New York,2011-07-04,22.96996137724608,summer
New York,2011-07-05,25.024114674580428,summer
New York,2011-07-06,20.569104385570974,summer
New York,2011-07-07,23.138798549907367,summer
New York,2011-07-08,14.778820349217032,summer
New York,2011-07-09,19.184516237352202,summer
New York,2011-07-10,20.483427453924406,summer
New York,2011-07-11,20.031986694593154,summer
New York,2011-07-12,16.280399426062992,summer
New York,2011-07-13,21.702088598616054,summer
New York,2011-07-14,24.575323921077516,summer
New York,2011-07-15,21.8609264793538,summer
New York,2011-07-16,21.920625336559755,summer
New York,2011-07-17,24.293913890194688,summer
New York,2011-07-18,23.925399129208717,summer
New York,2011-07-19,23.094626998261617,summer
New York,2011-07-20,30.298954523966078,summer
New York,2011-07-21,34.50221131600562,summer
New York,2011-07-22,12.257749849411914,summer
New York,2011-07-23,26.476674432380634,summer
New York,2011-07-24,28.765363275050774,summer
New York,2011-07-25,27.376491154459522,summer
New York,2011-07-26,24.834637933975404,summer
New York,2011-07-27,30.128715216533855,summer
New York,2011-07-28,23.40311421189317,summer
New York,2011-07-29,13.208046310052426,summer
New York,2011-07-30,28.566949740785414,summer
New York,2011-07-31,25.58111292027464,summer
New York,2011-08-01,24.991002128841973,summer
New York,2011-08-02,33.26282355008554,summer
New York,2011-08-03,30.279692544261792,summer
New York,2011-08-04,30.178850756247204,summer
New York,2011-08-05,25.978769839796495,summer
New York,2011-08-06,20.55755303241072,summer
New York,2011-08-07,24.98947045435115,summer
New York,2011-08-08,36.13573708767542,summer
New York,2011-08-09,16.695165564350518,summer
New York,2011-08-10,25.839770286619277,summer
New York,2011-08-11,19.04782812943445,summer
New York,2011-08-12,22.22206170330954,summer
New York,2011-08-13,19.05444687040678,summer
New York,2011-08-14,25.884820073040583,summer
New York,2011-08-15,26.564202313987572,summer
New York,2011-08-16,21.314243170879173,summer
New York,2011-08-17,24.33852377751426,summer
New York,2011-08-18,25.239769225445368,summer
New York,2011-08-19,30.978070033897687,summer
New York,2011-08-20,22.976007122361597,summer
New York,2011-08-21,26.74509312004985,summer
New York,2011-08-22,25.85579529683761,summer
New York,2011-08-23,26.68141285531834,summer
New York,2011-08-24,32.12739033747093,summer
New York,2011-08-25,26.994573915419238,summer
New York,2011-08-26,35.17618600766757,summer
New York,2011-08-27,30.49717921185369,summer
New York,2011-08-28,28.33387000131769,summer
New York,2011-08-29,20.15116490673215,summer
New York,2011-08-30,31.766670963143717,summer
New York,2011-08-31,26.04933480150394,summer
New York,2011-09-01,14.46498819222924,autumn
New York,2011-09-02,8.363599436214024,autumn
New York,2011-09-03,15.518534302840067,autumn
New York,2011-09-04,20.007466188993767,autumn
New York,2011-09-05,14.857921511346936,autumn
New York,2011-09-06,9.973346790119923,autumn
New York,2011-09-07,11.605710604371069,autumn
New York,2011-09-08,14.423992182929489,autumn
New York,2011-09-09,9.354671528711577,autumn
New York,2011-09-10,23.862869959187908,autumn
New York,2011-09-11,19.687856044679272,autumn
New York,2011-09-12,13.54491578939219,autumn
New York,2011-09-13,16.391949407744686,autumn
New York,2011-09-14,17.460337187512817,autumn
New York,2011-09-15,17.503532510454363,autumn
New York,2011-09-16,21.39395307958674,autumn
New York,2011-09-17,26.90589416210964,autumn
New York,2011-09-18,19.648077149043527,autumn
New York,2011-09-19,9.061579903268461,autumn
New York,2011-09-20,20.112378761910385,autumn
New York,2011-09-21,23.429965275051245,autumn
New York,2011-09-22,18.573071936437778,autumn
New York,2011-09-23,20.058616885042078,autumn
New York,2011-09-24,7.44074628704092,autumn
New York,2011-09-25,8.601898318243595,autumn
New York,2011-09-26,19.146846511724128,autumn
New York,2011-09-27,15.663360277629131,autumn
New York,2011-09-28,16.214941216528196,autumn
New York,2011-09-29,17.245788894879865,autumn
New York,2011-09-30,11.092064426858393,autumn
New York,2011-10-01,20.86240852486018,autumn
New York,2011-10-02,11.780558310923974,autumn
New York,2011-10-03,11.457521835469091,autumn
New York,2011-10-04,6.55526670096776,autumn
New York,2011-10-05,12.140017815544082,autumn
New York,2011-10-06,10.874027384097207,autumn
New York,2011-10-07,16.257751579002807,autumn
New York,2011-10-08,2.8583997990897476,autumn
New York,2011-10-09,15.806371980562925,autumn
New York,2011-10-10,11.045758540734475,autumn
New York,2011-10-11,15.034345255635765,autumn
New York,2011-10-12,7.650092261035514,autumn
